0.00000000  0.00300000
0.01010100  0.00499900
0.02020200  0.00989700
0.03030300  0.01469200
0.04040400  0.01938600
0.05050500  0.02397700
0.06060600  0.02846600
0.07070700  0.03285400
0.08080800  0.03713900
0.09090900  0.04132200
0.10101000  0.04540400
0.11111100  0.04938300
0.12121200  0.05326000
0.13131300  0.05703500
0.14141400  0.06070800
0.15151500  0.06427900
0.16161600  0.06774800
0.17171700  0.07111500
0.18181800  0.07438000
0.19191900  0.07754300
0.20202000  0.08060400
0.21212100  0.08356300
0.22222200  0.08642000
0.23232300  0.08917500
0.24242400  0.09182700
0.25252500  0.09437800
0.26262600  0.09682700
0.27272700  0.09917400
0.28282800  0.10141800
0.29292900  0.10356100
0.30303000  0.10560100
0.31313100  0.10754000
0.32323200  0.10937700
0.33333300  0.11111100
0.34343400  0.11274400
0.35353500  0.11427400
0.36363600  0.11570200
0.37373700  0.11702900
0.38383800  0.11825300
0.39393900  0.11937600
0.40404000  0.12039600
0.41414100  0.12131400
0.42424200  0.12213000
0.43434300  0.12284500
0.44444400  0.12345700
0.45454500  0.12396700
0.46464600  0.12437500
0.47474700  0.12468100
0.48484800  0.12488500
0.49494900  0.12498700
0.50505100  0.12498700
0.51515200  0.12488500
0.52525300  0.12468100
0.53535400  0.12437500
0.54545500  0.12396700
0.55555600  0.12345700
0.56565700  0.12284500
0.57575800  0.12213000
0.58585900  0.12131400
0.59596000  0.12039600
0.60606100  0.11937600
0.61616200  0.11825300
0.62626300  0.11702900
0.63636400  0.11570200
0.64646500  0.11427400
0.65656600  0.11274400
0.66666700  0.11111100
0.67676800  0.10937700
0.68686900  0.10754000
0.69697000  0.10560100
0.70707100  0.10356100
0.71717200  0.10141800
0.72727300  0.09917400
0.73737400  0.09682700
0.74747500  0.09437800
0.75757600  0.09182700
0.76767700  0.08917500
0.77777800  0.08642000
0.78787900  0.08356300
0.79798000  0.08060400
0.80808100  0.07754300
0.81818200  0.07438000
0.82828300  0.07111500
0.83838400  0.06774800
0.84848500  0.06427900
0.85858600  0.06070800
0.86868700  0.05703500
0.87878800  0.05326000
0.88888900  0.04938300
0.89899000  0.04540400
0.90909100  0.04132200
0.91919200  0.03713900
0.92929300  0.03285400
0.93939400  0.02846600
0.94949500  0.02397700
0.95959600  0.01938600
0.96969700  0.01469200
0.97979800  0.00989700
0.98989900  0.00499900
1.00000000  0.00300000
1.00000000  -0.00300000
0.98989900  -0.00499900
0.97979800  -0.00989700
0.96969700  -0.01469200
0.95959600  -0.01938600
0.94949500  -0.02397700
0.93939400  -0.02846600
0.92929300  -0.03285400
0.91919200  -0.03713900
0.90909100  -0.04132200
0.89899000  -0.04540400
0.88888900  -0.04938300
0.87878800  -0.05326000
0.86868700  -0.05703500
0.85858600  -0.06070800
0.84848500  -0.06427900
0.83838400  -0.06774800
0.82828300  -0.07111500
0.81818200  -0.07438000
0.80808100  -0.07754300
0.79798000  -0.08060400
0.78787900  -0.08356300
0.77777800  -0.08642000
0.76767700  -0.08917500
0.75757600  -0.09182700
0.74747500  -0.09437800
0.73737400  -0.09682700
0.72727300  -0.09917400
0.71717200  -0.10141800
0.70707100  -0.10356100
0.69697000  -0.10560100
0.68686900  -0.10754000
0.67676800  -0.10937700
0.66666700  -0.11111100
0.65656600  -0.11274400
0.64646500  -0.11427400
0.63636400  -0.11570200
0.62626300  -0.11702900
0.61616200  -0.11825300
0.60606100  -0.11937600
0.59596000  -0.12039600
0.58585900  -0.12131400
0.57575800  -0.12213000
0.56565700  -0.12284500
0.55555600  -0.12345700
0.54545500  -0.12396700
0.53535400  -0.12437500
0.52525300  -0.12468100
0.51515200  -0.12488500
0.50505100  -0.12498700
0.49494900  -0.12498700
0.48484800  -0.12488500
0.47474700  -0.12468100
0.46464600  -0.12437500
0.45454500  -0.12396700
0.44444400  -0.12345700
0.43434300  -0.12284500
0.42424200  -0.12213000
0.41414100  -0.12131400
0.40404000  -0.12039600
0.39393900  -0.11937600
0.38383800  -0.11825300
0.37373700  -0.11702900
0.36363600  -0.11570200
0.35353500  -0.11427400
0.34343400  -0.11274400
0.33333300  -0.11111100
0.32323200  -0.10937700
0.31313100  -0.10754000
0.30303000  -0.10560100
0.29292900  -0.10356100
0.28282800  -0.10141800
0.27272700  -0.09917400
0.26262600  -0.09682700
0.25252500  -0.09437800
0.24242400  -0.09182700
0.23232300  -0.08917500
0.22222200  -0.08642000
0.21212100  -0.08356300
0.20202000  -0.08060400
0.19191900  -0.07754300
0.18181800  -0.07438000
0.17171700  -0.07111500
0.16161600  -0.06774800
0.15151500  -0.06427900
0.14141400  -0.06070800
0.13131300  -0.05703500
0.12121200  -0.05326000
0.11111100  -0.04938300
0.10101000  -0.04540400
0.09090900  -0.04132200
0.08080800  -0.03713900
0.07070700  -0.03285400
0.06060600  -0.02846600
0.05050500  -0.02397700
0.04040400  -0.01938600
0.03030300  -0.01469200
0.02020200  -0.00989700
0.01010100  -0.00499900
0.00000000  -0.00300000
