1.00000000  0.00126000
0.00000000  0.00000000
0.00058390  -0.00426030
0.00233420  -0.00842890
0.00524680  -0.01250110
0.00931490  -0.01647060
0.01452910  -0.02033000
0.02087710  -0.02407060
0.02834410  -0.02768270
0.03691270  -0.03115590
0.04656280  -0.03447920
0.05727200  -0.03764140
0.06901520  -0.04063100
0.08176490  -0.04343710
0.09549150  -0.04604890
0.11016280  -0.04845670
0.12574460  -0.05065130
0.14220050  -0.05262510
0.15949210  -0.05437150
0.17757890  -0.05588560
0.19641870  -0.05716400
0.21596760  -0.05820480
0.23617990  -0.05900810
0.25700830  -0.05957550
0.27840420  -0.05991020
0.30031770  -0.06001720
0.32269760  -0.05990280
0.34549150  -0.05957470
0.36864630  -0.05904190
0.39210790  -0.05831450
0.41582150  -0.05740330
0.43973170  -0.05632000
0.46378260  -0.05507690
0.48791810  -0.05368660
0.51208190  -0.05216200
0.53621740  -0.05051610
0.56026830  -0.04876190
0.58417860  -0.04691240
0.60789210  -0.04498020
0.63135370  -0.04297780
0.65450850  -0.04091740
0.67730250  -0.03881090
0.69968230  -0.03667000
0.72159580  -0.03450580
0.74299170  -0.03232940
0.76382020  -0.03015150
0.78403240  -0.02798280
0.80358130  -0.02583370
0.82242110  -0.02371420
0.84050790  -0.02163470
0.85779950  -0.01960510
0.87425540  -0.01763530
0.88983720  -0.01573510
0.90450850  -0.01391430
0.91823510  -0.01218230
0.93098490  -0.01054850
0.94272800  -0.00902170
0.95343720  -0.00761080
0.96308730  -0.00632380
0.97165590  -0.00516850
0.97912290  -0.00415190
0.98547090  -0.00328040
0.99068500  -0.00255950
0.99475320  -0.00199380
0.99766580  -0.00158700
0.99941610  -0.00134190
1.00000000  -0.00126000
0.00000000  0.00000000
0.00058390  0.00426030
0.00233420  0.00842890
0.00524680  0.01250110
0.00931490  0.01647060
0.01452910  0.02033000
0.02087710  0.02407060
0.02834410  0.02768270
0.03691270  0.03115590
0.04656280  0.03447920
0.05727200  0.03764140
0.06901520  0.04063100
0.08176490  0.04343710
0.09549150  0.04604890
0.11016280  0.04845670
0.12574460  0.05065130
0.14220050  0.05262510
0.15949210  0.05437150
0.17757890  0.05588560
0.19641870  0.05716400
0.21596760  0.05820480
0.23617990  0.05900810
0.25700830  0.05957550
0.27840420  0.05991020
0.30031770  0.06001720
0.32269760  0.05990280
0.34549150  0.05957470
0.36864630  0.05904190
0.39210790  0.05831450
0.41582150  0.05740330
0.43973170  0.05632000
0.46378260  0.05507690
0.48791810  0.05368660
0.51208190  0.05216200
0.53621740  0.05051610
0.56026830  0.04876190
0.58417860  0.04691240
0.60789210  0.04498020
0.63135370  0.04297780
0.65450850  0.04091740
0.67730250  0.03881090
0.69968230  0.03667000
0.72159580  0.03450580
0.74299170  0.03232940
0.76382020  0.03015150
0.78403240  0.02798280
0.80358130  0.02583370
0.82242110  0.02371420
0.84050790  0.02163470
0.85779950  0.01960510
0.87425540  0.01763530
0.88983720  0.01573510
0.90450850  0.01391430
0.91823510  0.01218230
0.93098490  0.01054850
0.94272800  0.00902170
0.95343720  0.00761080
0.96308730  0.00632380
0.97165590  0.00516850
0.97912290  0.00415190
0.98547090  0.00328040
0.99068500  0.00255950
0.99475320  0.00199380
0.99766580  0.00158700
0.99941610  0.00134190
