1.00000000  0.00000000
0.99677000  0.00043000
0.98729000  0.00180000
0.97198000  0.00423000
0.95128000  0.00763000
0.92554000  0.01184000
0.89510000  0.01679000
0.86035000  0.02242000
0.82183000  0.02866000
0.78007000  0.03540000
0.73567000  0.04249000
0.68922000  0.04975000
0.64136000  0.05696000
0.59272000  0.06390000
0.54394000  0.07020000
0.49549000  0.07546000
0.44767000  0.07936000
0.40077000  0.08173000
0.35505000  0.08247000
0.31078000  0.08156000
0.26813000  0.07908000
0.22742000  0.07529000
0.18906000  0.07037000
0.15345000  0.06448000
0.12094000  0.05775000
0.09185000  0.05033000
0.06643000  0.04238000
0.04493000  0.03408000
0.02748000  0.02562000
0.01423000  0.01726000
0.00519000  0.00931000
0.00044000  0.00234000
0.00091000  -0.00286000
0.00717000  -0.00682000
0.01890000  -0.01017000
0.03596000  -0.01265000
0.05827000  -0.01425000
0.08569000  -0.01500000
0.11800000  -0.01502000
0.15490000  -0.01441000
0.19599000  -0.01329000
0.24083000  -0.01177000
0.28892000  -0.00998000
0.33968000  -0.00804000
0.39252000  -0.00605000
0.44679000  -0.00410000
0.50182000  -0.00228000
0.55694000  -0.00065000
0.61147000  0.00074000
0.66472000  0.00186000
0.71602000  0.00268000
0.76475000  0.00320000
0.81027000  0.00342000
0.85202000  0.00337000
0.88944000  0.00307000
0.92205000  0.00258000
0.94942000  0.00196000
0.97118000  0.00132000
0.98705000  0.00071000
0.99674000  0.00021000
1.00000000  0.00000000
