# Simple NACA 2412 airfoil coordinates (approximate)
1.00000  0.00200
0.99518  0.00242
0.98073  0.00363
0.95697  0.00559
0.92422  0.00824
0.88287  0.01150
0.83332  0.01527
0.77606  0.01945
0.71160  0.02390
0.64048  0.02848
0.56330  0.03300
0.48070  0.03726
0.39334  0.04103
0.30190  0.04411
0.20710  0.04628
0.10969  0.04730
0.01044  0.04693
0.00000  0.04680
0.01044  0.04693
0.10969  0.04730
0.20710  0.04628
0.30190  0.04411
0.39334  0.04103
0.48070  0.03726
0.56330  0.03300
0.64048  0.02848
0.71160  0.02390
0.77606  0.01945
0.83332  0.01527
0.88287  0.01150
0.92422  0.00824
0.95697  0.00559
0.98073  0.00363
0.99518  0.00242
1.00000  0.00200
